"Title","When Lost","Where Lost","Builder","Owner","Master","Sinking","Found","Beam","Bearing to Bow","Cargo","Chart Number","Comments","Confidential","Country Built","Crew","Date Inspected","Deaths","Draft","Engine","File Number","Found","Inspected","Latitude Max","Latitude Min","Length","Length of site","Longitude Max","Longitude Min","Minimum Depth of site","Official Number","Port Built","Port From","Port Registered","Port To","Position Information","Protected","Sources","Sunk Code","TONA","TONB","When Built","Unique Number","Construction","Industry1","Industry2","Type","Region"
"Trial","1622/05/24","Trial Rocks","","English East India Company","John Brookes","","Y","","","General","AUS 747","A  British East Indiaman of approximately 500 tons, under the command of John Brooke  wrecked on the Tryal Rocks off the north-west coast of Western Australia in 1622. It is Australia's oldest known shipwreck. Departed Plymouth on maiden voyage for Batavia (now Jakarta). Stopped at Cape Town  learned of new Brouwer route to the Indies. On the night of  25 May 1622  with 143 on board struck  the reef now reef  named Tryal Rocks.
 Brooke, son John and nine others boarded  a skiff and Thomas Bright and 35 others a longboat, sailing for Batavia separately.  93 sailors were lost and one died in the skiff. Brookes subsequently falsified his position, resulting in great confusion as to the exact position of the reef. After examining the records and Bright's letter countering Brookes falsehoods in 1934 historian Ida Lee proved that what was then known as Ritchie’s Reef was the site and the reef renamed. In 1969 the wreck was located after researchers John MacPherson and Eric Christiansen of the Fremantle-based Underwater Explorer's Club determined the position after examining Lee's research and the contemporary records.   Members of the team to locate the site were Christiansen (leader), Naiom Haimson, Dave Nelley and Ellis Alfred (Alan) Robinson. Chris Muhlmann was skipper.
Shortly after the discovery, Robinson attempted an illegal salvage operation through the use of explosives and badly damaged the wreck site.
Sponsored by M.G. Kailis of Gulf Fisheries, led by Jeremy Green divers from the Western Australian Museum followed up on an earlier Museum expedition under Harry Bingham and  in 1971 conducted a detailed examination of the wreck site. While six cannon, and up to eight anchors of a type expected from the period and some small objects were recorded, no artefacts were found that allowed a positive identification of the site. As a result,  Green concluded that the wreck was most likely the Tryall.  The Museum's display in the Shipwreck Galleries at Fremantle houses a small number recovered items including a large iron cannon that was recovered on a later Museum expedition under Green’s leadership.","NO","UK","139","1996/10","93","","N","2009/0206/SG _MA-830/71","Y","Y","-20.2859833333","","","","115.3752333333","","","","","Plymouth","Plymouth","Batavia","GPS","Protected Federal","Green, J. N., 1986, The Survey and Identification of the English East India Company ship, Trial (1622),IJNA, 15(3): 195-202
J. Green, Australia's Oldest Wreck: The loss of the Trial, 1622, British Archaelogical Reports (oxfors, 1977)
I.Lee Marriot, 'The first Sighting of Australia by the English', Royal Australian Historical Society Journal And Proceedings 20:5 (1934), pp. 273-80","Wrecked and sunk","","","","595","Wooden","Transport","cargo - international","Shipwreck","North West (Monte Bellos Area)"
"Tribune","1881/04","Point Samson, Port Walcott","William Lawrence","W. Miles and C. Gallop","","Wrecked in cyclone","N","4.90","","","","Was being used as a lighter when it foundered during a cyclone while transhipping stock to the SS Rob Roy, wreckage was subsequently found at Point Samson. Was previously part of the Swan River Shipping Company’s fleet of vessels.
Cutter Tribune was reported being lost of Jarman Island ‘about 12 months ago’ (SRO 32_569b Roebourne District Police Office to Superintendent of Police 8 April 1882)","NO","WA","","","All","2.20","N","","N","N","","","16.80","","","","","61088","Perth","","Fremantle","","","Protected Federal","West Australian, 12 May 1882, p. 3b. West Australian, 31 March 1882, p. 3g. Register of British Ships, Fremantle.
State Records Office 32_569b Roebourne District Police Office to Superintendent of Police 8 April 1882","Foundered","37.69","","1869","602","Wooden","Services","port services","Shipwreck","North West (Port Hedland Area)"
"Tropic Queen","1975/04/09","","","","","Sank 175 nautical miles north of the Montebello Islands","N","","","","","previously Chica, Song Be, Louis Frederic","NO","","17","","","","","","N","","-20.4333333333","","","","115.5008333333","","","","","","","","RAN Hydrographic Department","Protected Federal","RAN Hydrographic Department database","Wrecked above water","678.00","","1949","1083","","","","Shipwreck","Unknown"
"Trude","1970/11/07","Cape Lambert","","","B. Wise","","N","","","","327","","NO","","","","","","N","4/79","N","N","","","","","","","","","","","","","","Protected Federal","","Burnt","","","","1165","","Fisheries","","Shipwreck","North West (Dampier Area)"
"Try Again","1890/10/07","Fremantle Bar","William Green","William Lawrence","A. L.awrence","Current, struck rock","N","4.00","","Towing Flat","","","NO","WA","2","","","1.20","16HP Marshall & Sons paddle-steamer","","N","N","","","20.30","","","","","72484","Perth","Fremantle","Fremantle","Fremantle","","Protected Federal","Inquirer, 8 October 1890, p. 7b.
Rod Dickson, They Kept This State Afloat","Wrecked and sunk","13.45","","1871","610","Wooden","Services","port services","Shipwreck","Metro (S Fremantle)"
"Tudor","1904/04/20","18 miles south west of Cape Bossut","","The Oriental Pearling Co. at Broome","","Capsized through squall striking suddenly from N/W","N","","","","","See Dreadnought, Star of the west, Madge","NO","","6","","None","","N","","N","N","","","","","","","","","","","","","","Protected Federal","Western Australian 26/04/1904","Wrecked and sunk","12.00","","","392","Wooden","Fisheries","pearling","Shipwreck","North West (Eighty Mile Beach Area)"
"Twilight","1877/05/24","Twilight Cove","","George Thomson, of Fremantle","","Driven ashore in gale","Y","4.27","","Telegraph stores","BA 1056","  Twilight was launched in February 1869 with one deck and a square stern. The original owners were John Chester (32 shares), Edward Newman and William Bartram (joint owners of 24 shares), and Barrington Clark Wood (8 shares). When Newman died on 25 November 1872 his widow, Ellen Newman, and Wood were granted probate as executors. This also happened when Bartram died on 23 May 1874. In June 1874 Chester sold his half share in the cutter to Joshua James Harwood, and Wood sold his eight shares to Lionel Gould. At the same time Gould also bought the 24 shares from the executors of the estates of Newman and Bartram. In January 1876 Harwood became sole owner when he bought Gould’s 32 shares. However only eight months later Harwood sold 32 shares each to George Thompson and James George Flindell, Thompson selling half of his shares to Abraham Moses Josephson five days later. The owners at the time it was wrecked were therefore George Thompson (16 shares), George Flindell (32 shares) and Abraham Josephson (16 shares).
On 10 March 1872 the Twilight was anchored in Koombana Bay when an exceptionally violent gale blew the cutter over the bar of the Leschenault Inlet. It lost its rudder in the process, was subsequently repaired, and in May 1877 was anchored in Twilight Cove discharging a cargo of wire and insulators for the overland telegraph line. Also anchored and discharging a similar cargo was the cutter Cartabunup/Bunyip (see entry). Both these vessels had been chartered by Mr Gilham.
THE LOSS
About midnight on 24 May 1877 the Twilight under the command of Captain Joe Tager was driven ashore in a severe gale, becoming a total wreck. The crew got ashore safely, but the cargo was described as being ‘buried in the sand, from which it would be impossible to extract…(Sydney Morning Herald, 30 June 1877: 5b). The quantity of material on the two vessels was said to be sufficient for 100 miles (160 km) of telegraph line, and that because of the loss the work would be delayed by six weeks. The crew walked overland to the Israelite Bay telegraph station, a distance of about 275 km to report their loss.
INITIAL SALVAGE
As stated above the newspaper reported that the cargo was considered impossible to recover, and there is no mention of any subsequent salvage of the vessel.
SITE LOCATION
Due to coastline accretion the site of the wreck of the Twilight is now buried under sand some distance inland. It is reported as being buried under a sand hummock 600 m east of the wreck of the Swift (see entry). During a wreck inspection of the Swift in May 1977 by Scott Sledge of the Western Australian Museum, an unsuccessful search was conducted in an attempt to locate the wreck of the Twilight.
EXCAVATION AND ARTEFACTS
Around 1900 Mr Dunn broke up part of the wreck of the Twilight to obtain timber to line a well some 3.7 m deep. This fresh water well is said to be in the same sand hills as the wreck of the Twilight, but closer to the sea shore. 
 Western Australian Museum, Department of Maritime Archaeology, File No. 6/86 – Bunyip, Twilight, Swift.","NO","WA","","1991/02","","1.98","N","2009/0080/SG _MA-6/86","Y","Y","-32.270317","","13.11","","126.045301","","","61091","Fremantle","Albany","Fremantle","Twilight Cove","Aerial GIS","Protected Federal","Worsley P. & J. (in prep) Green Seas & White  Horses: Wrecks of  the  South Coast.    Special Publication  Australian National Centre of Excellence for Maritime Archaeology, Fremantle.
L.N. Clifton to Col. Sec. , 25 March 1979, C.S.R. 956, fol.79
Sledge, S., 1977, Swift/Twilight Bunyip?  Unpublished Wreck Inspection Report, Department of Maritime Archaeology, Western Australian Maritime Museum, No. 30.  ","Wrecked above water","24.00","","1869","617","Wooden","Services","cargo - coastal","Shipwreck","S Coast (Eyre)"
"Twinkling Star","1873/01/30","Garden Island","","J & W Bateman","George Long","","N","4.90","","Copper Ore","","  Twinkling Star was built in Calcutta, India, with one deck and a round stern. The hull was copper sheathed. Benedict Von Bibra, shipbuilder of Subpore Howrath, Calcutta, initially owned it but J. & W. Bateman of Fremantle purchased the vessel in March 1868 for £1 000. Von Bibra’s occupation was also termed as a ship’s havildar. It was used in the coastal trade between Fremantle and Champion Bay, with occasional longer voyages. This vessel was wrecked on the west coast of Garden Island on 30 January 1873 on a voyage from Champion Bay to Fremantle.
THE STRANDING
While anchored at Port Irwin a strong westerly gale blew the Twinkling Star ashore. It was refloated and continued its coastal passages for a further four and a half years. It was later lost at Garden Island, but to date the wreck has not been found.
STATEMENT OF SIGNIFICANCE
SOCIAL (3)
The storm that stranded the Twinkling Star also blew the schooner Sea Bird ashore. Both vessels were salvaged with the aid of the Albatross sent from Geraldton. On its return voyage the Albatross was lost with eight of the crew and passengers including the builder, William Garrard.","NO","India","5","","","2.20","N","","N","N","","","19.30","","","","","49320","Howrah Calcutta","Champion Bay","Fremantle","Fremantle","","Protected Federal","Worsley, P. and J., with Totty, D., 2008. A Windswept Coast: WA Maritime Heritage between the Moore River and the Zuytdorp Cliffs. Special Publication No. 12. Australian National Centre of Excellence for Maritime Archaeology, Fremantle.","Scuttled","59.40","56.07","1867","619","Wooden","Transport","","Shipwreck","Metro (Cockburn Sound)"
"Two Sons","1902/01/05","Broadhursts Bight, wind freshened to SW. Vessel put about and headed for Coral Patch, when 300 yds from patch vessel suddenly sank in 4 fathoms of water","Benjamin Jackson","William Dalgety Moore, Frederick Durlacher & John Maxwell Ferguson","George Cross","Master was of the opinion that part of the vessel’s bottom must have fallen out,","N","4.00","","13 tons Sandalwood","331, 1056","Survivors landed at Cape Leseur. Vessel was old having sunk near the same place in 1887","NO","WA","3","","","2.10","N","","N","N","","","12.50","","","","","61090","Fremantle","Flint Cliff","Fremantle","Denham","","Protected Federal","SRO 430 ITEM 19020406 Police Dept Sharks Bay 15/01/1902 wreck cutter Two Sons","Foundered","16.00","","1869","128","Carvel","Fisheries","pearling","Shipwreck","Mid-West (Shark Bay)"
"Two Sons","1851/12","Bunbury","Benjamin Jackson","John Wenn","","","N","3.90","","","","Co-ordinates 20' off
Staranded in 1873 at Fremantle","NO","WA","","","","1.70","N","405/71","N","N","","","12.40","","","","","","Bunbury","Bunbury","","Fremantle","","Protected Federal","Perth Gazette, 12 December 1851 and 14 October 1853
Register of British Ships, Fremantle","Refloated","16.00","","","620","Wooden","Transport","cargo - coastal","Refloated","SW Coast (Bunbury)"
"Two Sons","1873/09/06","Fremantle","Benjamin Jackson","","","","N","3.90","","",""," Also Two Sons of 1851","NO","WA","","","","1.70","N","405/71","N","N","","","12.40","","","","","","Bunbury","","","","","Protected Federal","Perth Gazette, 12 December 1851 and 14 October 1853
Register of British Ships, Fremantle","Scuttled","16.00","","","621","Wooden","Transport","cargo - coastal","Shipwreck","Metro"
"Two Whaleboats","1854/07/00","On route to Port Gregory","","Mr Roneyno (?)","","","N","","","","","Crew rescued by Preston","NO","","","","","","","","N","","","","","","","","","","","","","Port Gregory","","Protected State","Perth Gazette 1854/0707","","","","","15","","","","Shipwreck","Mid-West (Geraldton)"
